applicant_id,age,annual_income,employment_years,credit_score,loan_amount,applicant_group,region,approved
670,57,401000,10,629,1030000,B,east,0
671,50,984000,4,659,2281000,B,west,0
672,38,322000,4,720,760000,B,south,0
673,48,783000,9,632,1693000,B,south,0
674,33,406000,4,778,355000,A,east,1
675,41,832000,4,613,977000,A,north,0
676,55,501000,8,571,669000,B,west,0
677,33,533000,3,740,841000,A,south,0
678,31,891000,1,778,1449000,A,west,1
679,34,869000,2,687,819000,A,west,0
680,51,998000,10,687,1314000,B,east,1
681,62,276000,2,672,436000,B,east,0
682,21,592000,0,682,314000,B,north,0
683,26,642000,2,782,1398000,B,north,0
684,33,808000,5,712,985000,A,north,1
685,38,1053000,2,559,2201000,B,west,0
686,40,1083000,8,723,632000,A,east,1
687,39,818000,2,686,1872000,B,south,0
688,38,632000,1,663,651000,B,south,0
689,32,1045000,1,700,665000,A,south,1
690,43,810000,4,707,1750000,B,east,0
691,38,604000,5,617,940000,A,east,0
692,43,799000,6,575,787000,B,north,0
693,26,1035000,1,739,1006000,A,east,1
694,54,1135000,9,584,654000,A,north,0
695,36,1056000,3,726,1403000,A,south,1
696,30,932000,3,589,387000,A,south,0
697,25,1027000,0,693,1543000,B,east,0
698,36,646000,3,762,896000,B,south,1
699,27,1096000,3,649,1042000,A,north,0
700,34,683000,2,814,1431000,B,north,1
701,37,632000,4,626,480000,B,west,0
702,37,498000,1,596,876000,B,north,0
703,40,611000,7,701,979000,B,north,0
704,44,780000,7,616,492000,B,north,0
705,36,789000,3,676,1402000,A,west,0
706,28,689000,2,653,851000,A,east,0
707,41,451000,3,736,384000,A,south,0
708,22,1302000,0,728,3310000,A,west,1
709,28,1070000,1,647,2210000,A,east,0
710,47,607000,5,530,1022000,A,west,0
711,42,545000,1,570,238000,B,north,0
712,45,850000,8,729,1749000,A,west,1
713,35,734000,4,544,460000,B,north,0
714,52,600000,3,578,1019000,B,south,0
715,35,784000,2,748,892000,B,west,1
716,52,781000,10,791,1813000,B,west,1
717,46,894000,7,719,493000,A,south,1
718,38,450000,4,644,802000,B,north,0
719,39,778000,6,618,321000,A,south,0
720,27,1099000,2,761,2429000,A,north,1
721,44,885000,6,540,993000,B,south,0
722,41,853000,6,767,2187000,A,east,1
723,38,948000,2,695,1013000,A,west,1
724,38,1208000,2,746,719000,A,west,1
725,40,713000,2,589,1117000,A,north,0
726,26,758000,1,585,798000,B,north,0
727,37,729000,3,849,706000,B,south,1
728,38,921000,3,719,1079000,A,west,1
729,50,1362000,6,580,1797000,B,east,0
730,21,717000,0,734,1428000,A,north,0
731,36,1050000,6,749,816000,A,north,1
732,38,227000,5,731,207000,B,west,0
733,47,1321000,7,665,1188000,B,east,1
734,32,800000,3,614,878000,B,south,0
735,43,1254000,8,794,1430000,A,north,1
736,39,828000,6,795,1527000,B,north,1
737,43,936000,7,675,1538000,A,north,0
738,41,822000,2,629,1036000,A,east,0
739,39,799000,7,706,1738000,A,west,0
740,50,667000,6,648,1227000,A,west,0
741,57,763000,7,609,1381000,B,south,0
742,41,458000,2,612,606000,B,west,0
743,51,529000,8,601,983000,B,south,0
744,44,544000,10,690,736000,A,north,0
745,43,583000,8,781,693000,A,south,1
746,29,1068000,1,633,1952000,A,north,0
747,28,761000,2,625,694000,A,west,0
748,29,926000,2,749,2343000,A,east,1
749,23,904000,0,702,1103000,A,west,1
750,52,844000,6,628,1723000,A,west,0
751,35,901000,4,650,2283000,B,east,0
752,44,596000,3,650,525000,B,south,0
753,46,962000,3,691,1342000,B,east,0
754,43,1265000,9,662,1871000,A,east,1
755,22,677000,0,795,960000,A,north,1
756,39,784000,1,548,1848000,A,south,0
757,46,888000,5,546,2263000,B,east,0
758,27,1141000,1,757,1684000,B,west,1
759,37,860000,2,636,1203000,A,north,0
760,38,558000,4,582,932000,A,south,0
761,38,633000,3,706,1186000,A,north,0
762,55,926000,7,801,1542000,B,south,1
763,40,473000,3,566,761000,B,south,0
764,30,632000,2,648,595000,A,south,0
765,46,865000,3,624,2031000,A,west,0
766,45,951000,4,663,1143000,B,east,0
767,42,637000,6,680,338000,B,north,0
768,30,731000,1,673,406000,B,west,0
769,47,742000,3,552,543000,B,west,0
770,33,705000,1,701,1721000,B,north,0
771,21,848000,0,737,1241000,B,south,0
772,39,442000,2,733,1120000,A,south,0
773,37,264000,1,658,450000,B,north,0
774,38,778000,4,740,388000,B,south,1
775,36,829000,5,682,561000,A,east,1
776,32,610000,1,558,565000,A,east,0
777,41,936000,6,615,989000,B,south,0
778,31,1071000,3,679,1487000,A,south,1
779,45,957000,6,726,1783000,B,south,1
780,29,1192000,3,711,2995000,A,west,1
781,25,1178000,1,766,1350000,A,north,1
782,36,599000,2,645,327000,B,north,0
783,45,1017000,10,703,2531000,A,east,0
784,34,1022000,2,683,2115000,B,north,0
785,40,817000,4,752,752000,B,south,1
786,40,976000,3,655,1783000,A,east,0
787,39,1055000,5,641,637000,A,south,1
788,44,750000,6,664,554000,A,north,0
789,42,1018000,3,708,2432000,A,south,0
790,30,715000,2,686,445000,A,south,0
791,40,1009000,3,685,688000,A,north,1
792,51,829000,7,656,476000,B,north,0
793,52,709000,2,708,1051000,A,east,0
794,25,493000,0,762,744000,B,east,0
795,26,1022000,2,566,1770000,A,east,0
796,35,1087000,2,715,1851000,A,north,1
797,30,970000,1,664,2094000,A,south,0
798,29,493000,3,697,879000,B,east,0
799,33,250000,3,620,395000,B,south,0
800,41,915000,5,683,1248000,B,north,0
801,34,737000,3,650,398000,A,east,0
802,43,975000,4,627,924000,A,north,0
803,26,1235000,2,667,2767000,A,east,0
804,21,799000,0,737,1405000,A,east,0
805,34,790000,2,725,1479000,B,east,0
806,49,677000,11,566,1738000,A,east,0
807,48,612000,6,669,554000,A,north,0
808,29,937000,1,570,1326000,A,east,0
809,48,676000,9,693,807000,A,east,0
810,45,690000,4,780,450000,A,north,1
811,45,866000,2,707,1740000,A,east,0
812,33,543000,1,686,710000,B,north,0
813,35,1132000,4,652,2116000,B,east,0
814,27,618000,2,737,520000,B,west,0
815,38,342000,3,626,668000,B,south,0
816,43,833000,10,723,1379000,A,north,1
817,37,672000,4,628,1701000,B,south,0
818,37,880000,6,781,2197000,A,south,1
819,40,524000,5,654,1094000,B,north,0
820,35,847000,6,755,1074000,A,south,1
821,36,1059000,5,697,2250000,A,north,0
822,31,570000,2,696,1083000,B,west,0
823,39,718000,3,726,1582000,B,east,0
824,44,448000,7,656,498000,B,east,0
825,23,685000,0,709,684000,A,south,0
826,45,789000,3,631,1934000,B,south,0
827,34,625000,2,624,560000,B,west,0
828,31,536000,0,717,635000,B,north,0
829,70,504000,13,595,342000,B,south,0
830,44,973000,10,612,1959000,A,east,0
831,46,1076000,3,812,1518000,A,north,1
832,25,660000,1,575,752000,B,west,0
833,56,504000,12,643,944000,B,north,0
834,55,763000,4,661,622000,B,east,0
835,37,882000,1,760,1030000,A,north,1
836,21,1066000,0,754,2520000,A,west,1
837,49,976000,7,607,516000,B,north,0
838,38,996000,4,491,662000,B,west,0
839,46,1122000,4,659,2811000,B,west,0
840,45,763000,7,571,1935000,B,east,0
841,37,775000,2,629,777000,A,west,0
842,29,885000,3,697,1808000,A,west,0
843,54,590000,6,599,1332000,B,north,0
844,43,1029000,3,614,2074000,B,west,0
845,21,1010000,0,676,807000,B,south,0
846,34,1076000,5,706,1732000,A,east,1
847,47,636000,2,687,1586000,B,north,0
848,32,944000,4,752,615000,A,east,1
849,46,921000,7,653,1471000,B,north,0
850,28,557000,2,733,642000,B,south,0
851,33,741000,4,643,1588000,A,west,0
852,54,1098000,9,718,875000,A,west,1
853,23,672000,1,647,1740000,B,south,0
854,46,1191000,8,810,1693000,A,west,1
855,25,678000,1,640,875000,B,north,0
856,47,638000,5,674,593000,B,west,0
857,46,1041000,5,838,1410000,A,south,1
858,53,618000,9,685,503000,B,west,0
859,54,1043000,6,612,1846000,B,east,0
860,45,874000,7,625,1709000,B,north,0
861,52,632000,13,659,1625000,A,south,0
862,42,1017000,6,704,442000,A,east,1
863,54,698000,7,677,1059000,A,west,0
864,34,846000,2,694,636000,A,south,1
865,47,858000,3,709,1629000,B,west,0
866,64,736000,13,594,999000,B,west,0
867,41,716000,2,486,397000,A,south,0
868,39,601000,8,720,315000,A,east,1
869,36,993000,2,698,2353000,A,north,0
870,33,671000,4,579,1112000,B,south,0
871,43,348000,4,635,513000,B,west,0
872,40,732000,6,752,1568000,A,south,1
873,47,1149000,7,643,810000,A,east,1
874,53,1000000,2,737,1866000,A,north,1
875,59,633000,11,681,623000,B,north,0
876,47,728000,7,593,1268000,B,west,0
877,22,390000,0,781,435000,B,east,0
878,45,816000,7,669,524000,B,north,0
879,33,374000,3,530,636000,B,south,0
880,31,1015000,3,717,1847000,B,south,0
881,27,977000,0,640,1042000,A,east,0
882,37,1003000,3,661,1204000,B,north,0
883,46,806000,7,743,715000,B,west,1
884,42,553000,7,671,823000,B,south,0
885,33,1037000,4,623,2041000,A,west,0
886,31,1067000,1,781,1001000,A,north,1
887,26,783000,1,700,436000,B,north,0
888,42,822000,3,742,432000,A,east,1
889,39,757000,5,766,1148000,A,south,1
890,24,849000,0,733,1073000,A,south,1
891,46,888000,4,741,2193000,A,east,0
892,29,919000,1,657,1739000,A,west,0
893,39,568000,3,648,1476000,B,north,0
894,27,1044000,0,780,651000,A,north,1
895,36,868000,1,778,1612000,B,south,1
896,27,557000,2,671,788000,B,west,0
897,28,446000,0,619,471000,B,west,0
898,30,765000,2,652,1809000,B,west,0
899,27,833000,2,689,548000,A,north,1
900,37,836000,5,636,792000,A,south,0
901,36,687000,2,633,1244000,A,east,0
902,39,1003000,1,600,678000,B,east,0
903,50,857000,10,671,824000,B,north,0
904,29,1051000,1,635,1341000,A,east,0
905,32,1074000,2,568,527000,A,north,0
906,34,742000,3,678,298000,B,south,0
907,37,968000,3,687,1218000,A,north,1
908,37,960000,7,698,2494000,A,west,0
909,48,946000,2,733,1838000,B,south,0
910,29,1030000,2,690,1738000,B,south,0
911,48,974000,6,541,1500000,B,north,0
912,46,1046000,11,758,2319000,A,west,1
913,41,740000,3,752,772000,B,east,1
914,54,906000,9,673,1077000,A,south,1
915,44,750000,5,544,1891000,B,west,0
916,31,700000,3,741,1623000,B,south,0
917,36,557000,4,693,376000,A,west,0
918,21,1117000,0,668,2249000,A,south,0
919,35,634000,6,690,843000,A,west,0
920,51,1027000,4,616,583000,A,north,0
921,46,1392000,3,667,3060000,A,north,1
922,54,449000,3,694,671000,B,east,0
923,47,624000,10,736,1012000,A,east,1
924,46,841000,7,752,2034000,A,west,1
925,32,216000,3,601,408000,B,west,0
926,30,999000,2,665,659000,B,west,0
927,31,632000,2,624,300000,B,east,0
928,31,914000,2,513,670000,B,west,0
929,38,633000,2,585,1393000,B,south,0
930,30,794000,2,731,915000,B,west,1
931,35,776000,4,752,1039000,A,south,1
932,30,736000,2,700,623000,A,north,0
933,59,828000,14,720,1535000,A,north,1
934,48,1071000,3,803,1576000,A,west,1
935,41,703000,9,605,1143000,A,east,0
936,21,855000,0,628,2136000,A,east,0
937,35,638000,2,773,786000,B,south,1
938,49,1033000,10,701,1457000,A,east,1
939,31,551000,1,632,410000,B,south,0
940,24,837000,0,621,738000,B,east,0
941,27,817000,1,568,2004000,B,south,0
942,52,631000,10,699,861000,B,west,0
943,35,698000,1,623,1147000,A,north,0
944,40,1089000,4,672,1790000,B,south,0
945,35,1290000,4,621,1196000,A,east,1
946,44,800000,6,733,726000,A,west,1
947,28,937000,3,725,1541000,A,south,1
948,26,1061000,2,711,1823000,A,east,1
949,38,882000,7,711,407000,A,west,1
950,44,495000,7,643,319000,A,north,0
951,38,680000,3,628,551000,B,east,0
952,30,644000,2,834,1201000,B,south,1
953,37,849000,4,677,1081000,A,east,0
954,41,830000,3,749,704000,B,west,1
955,42,1125000,3,661,1183000,B,west,0
956,31,927000,2,674,608000,B,west,0
957,52,1002000,3,709,2534000,B,north,0
958,25,1275000,1,764,1766000,A,west,1
959,42,1009000,3,597,1700000,A,north,0
960,37,700000,3,748,586000,A,north,1
961,36,819000,6,636,1800000,A,west,0
962,37,833000,4,614,1001000,A,north,0
963,37,1050000,5,606,871000,A,east,0
964,40,731000,8,653,1556000,A,east,0
965,44,712000,7,692,1370000,B,south,0
966,38,734000,5,702,1251000,B,west,0
967,44,887000,5,597,1891000,B,east,0
968,53,608000,6,680,887000,B,north,0
969,40,1171000,4,609,2768000,B,east,0
970,21,1026000,0,678,1779000,A,west,0
971,40,760000,8,633,1109000,A,south,0
972,32,1299000,3,672,2345000,A,south,1
973,44,678000,2,765,1530000,A,east,0
974,50,868000,2,691,678000,B,east,0
975,32,443000,3,680,444000,B,west,0
976,44,965000,10,611,1528000,A,west,0
977,30,896000,3,714,804000,A,north,1
978,40,962000,4,706,1935000,A,east,0
979,50,610000,3,710,1575000,B,east,0
980,44,862000,8,608,2186000,B,east,0
981,36,772000,4,607,1391000,B,north,0
982,21,706000,0,709,1423000,A,south,0
983,40,879000,3,667,1806000,A,west,0
984,40,954000,6,663,1784000,A,west,0
985,42,642000,9,707,860000,A,south,0
986,34,859000,6,579,1946000,A,south,0
987,44,461000,9,640,319000,A,north,0
988,41,1051000,5,613,2590000,A,north,0
989,33,485000,2,746,978000,A,east,0
990,48,356000,5,609,742000,A,south,0
991,40,736000,2,706,1527000,A,west,0
992,56,851000,3,728,1648000,A,south,0
993,44,847000,4,637,2049000,A,west,0
994,27,861000,2,752,552000,A,north,1
995,30,1135000,2,745,1817000,A,west,1
996,47,384000,4,744,383000,B,east,0
997,55,958000,11,614,2045000,A,south,0
998,32,578000,1,687,584000,B,south,0
999,32,553000,2,830,226000,A,west,1
1000,45,1037000,4,676,1636000,B,east,0
1001,41,776000,6,776,750000,A,south,1
1002,47,1225000,2,630,1737000,B,north,0
1003,47,975000,7,732,1669000,B,west,1
1004,45,608000,6,597,326000,B,west,0
1005,43,446000,6,639,348000,B,west,0
1006,46,1135000,3,632,681000,B,east,0
1007,43,535000,6,820,1340000,A,south,1
1008,49,643000,9,584,605000,B,west,0
1009,38,707000,2,629,1324000,B,east,0
1010,29,353000,4,809,895000,A,north,0
1011,52,1073000,8,732,2376000,A,north,1
1012,36,909000,5,667,654000,B,west,0
1013,43,1229000,6,667,1224000,A,west,1
1014,28,611000,2,539,1291000,B,west,0
1015,38,824000,2,646,408000,B,north,0
1016,37,778000,4,722,347000,A,north,1
1017,31,630000,2,678,740000,B,east,0
1018,42,867000,6,719,2230000,B,north,0
1019,34,915000,4,622,829000,B,west,0
1020,21,572000,0,635,1312000,B,west,0
1021,36,887000,2,655,1626000,A,east,0
1022,30,591000,3,584,756000,A,west,0
1023,47,902000,8,751,1682000,A,west,1
1024,56,878000,9,788,1129000,B,east,1
1025,41,306000,5,633,379000,B,east,0
1026,33,1113000,3,616,2029000,A,north,0
1027,37,775000,6,725,1575000,A,east,0
1028,46,1092000,3,598,2443000,A,north,0
1029,34,893000,5,826,711000,A,north,1
1030,51,714000,4,686,1031000,B,west,0
1031,37,1176000,6,691,1223000,A,east,1
1032,31,576000,1,682,1017000,B,south,0
1033,43,596000,6,605,1342000,B,west,0
1034,27,934000,1,635,2232000,A,east,0
1035,30,542000,2,677,1274000,B,south,0
1036,33,475000,5,688,235000,A,south,0
1037,44,723000,8,651,1853000,B,south,0
1038,33,902000,1,702,1894000,B,west,0
1039,36,480000,3,645,639000,A,north,0
1040,37,678000,2,678,357000,A,west,0
1041,40,657000,6,641,765000,A,north,0
1042,37,561000,3,691,1332000,B,north,0
1043,42,859000,6,776,1645000,A,south,1
1044,46,667000,9,809,321000,A,south,1
1045,41,1009000,4,619,906000,A,north,0
1046,47,821000,6,630,1867000,A,west,0
1047,44,547000,3,596,1025000,A,east,0
1048,35,871000,4,809,1802000,A,west,1
1049,27,775000,1,786,722000,A,north,1
1050,28,926000,1,585,443000,A,north,0
1051,36,612000,4,627,1133000,A,north,0
1052,47,1036000,11,568,1039000,A,west,0
1053,26,1080000,1,696,2624000,A,north,0
1054,32,875000,1,695,1173000,A,north,0
1055,38,808000,3,678,956000,B,south,0
1056,46,620000,6,588,727000,B,south,0
1057,34,1101000,3,624,2349000,A,south,0
1058,27,780000,0,696,1170000,B,east,0
1059,24,938000,1,785,1679000,A,west,1
1060,26,926000,1,836,2322000,A,south,1
1061,35,739000,3,786,1281000,B,east,1
1062,34,791000,5,810,1577000,A,south,1
1063,37,616000,4,675,1300000,B,west,0
1064,29,520000,2,675,1095000,B,south,0
1065,31,1233000,4,676,2263000,A,east,1
1066,43,1009000,6,673,732000,A,west,1
1067,41,835000,1,625,2012000,B,south,0
1068,26,698000,2,694,364000,B,west,0
1069,31,766000,2,628,1098000,B,east,0
1070,47,780000,8,618,1092000,B,north,0
1071,49,305000,8,592,542000,B,north,0
1072,54,549000,14,726,977000,A,north,0
1073,41,884000,3,687,650000,B,north,0
1074,28,721000,3,672,1287000,A,west,0
1075,37,857000,7,680,1518000,A,south,0
1076,41,683000,4,628,614000,B,north,0
1077,29,873000,1,745,1417000,B,east,1
1078,48,915000,6,686,1924000,B,south,0
1079,26,369000,0,771,207000,B,north,0
1080,56,1125000,5,596,902000,A,west,0
1081,35,904000,1,661,480000,A,west,0
1082,29,725000,0,634,1867000,B,south,0
1083,35,830000,3,679,913000,A,south,0
1084,42,888000,3,762,500000,B,south,1
1085,41,610000,2,719,432000,B,west,0
1086,45,1017000,6,736,1062000,A,south,1
1087,37,877000,6,711,1979000,A,east,0
1088,28,968000,0,764,1345000,A,west,1
1089,42,967000,3,751,1543000,A,east,1
1090,38,1103000,2,814,1596000,A,west,1
1091,46,680000,4,726,985000,B,east,0
1092,41,1306000,6,728,762000,B,south,1
1093,50,879000,9,685,1605000,A,south,0
1094,35,613000,5,614,1550000,A,west,0
1095,28,418000,1,651,973000,B,west,0
1096,37,751000,4,612,1802000,B,east,0
1097,50,910000,7,747,1622000,A,east,1
1098,51,1003000,11,731,2400000,A,east,1
1099,35,677000,1,837,1405000,B,east,1
1100,34,770000,6,658,716000,A,north,0
1101,32,998000,2,657,929000,B,south,0
1102,46,566000,8,632,893000,B,south,0
1103,40,715000,7,658,1757000,A,east,0
1104,39,699000,5,604,1546000,B,north,0
1105,39,749000,6,781,944000,A,east,1
1106,40,905000,5,693,1833000,A,west,0
1107,41,955000,2,695,1679000,A,east,0
1108,35,1185000,5,666,2257000,A,west,0
1109,28,984000,2,661,2186000,B,north,0
1110,33,1060000,4,664,533000,A,west,1
1111,21,1060000,0,734,1163000,A,south,1
1112,49,901000,6,735,525000,B,east,1
1113,53,1004000,5,695,917000,B,west,1
1114,33,1188000,4,717,2776000,A,west,1
1115,32,530000,2,758,1071000,B,north,0
1116,33,707000,3,746,1079000,B,north,0
1117,42,1010000,6,724,2434000,A,west,1
1118,38,524000,4,764,237000,B,north,1
1119,25,696000,1,604,1164000,B,east,0
1120,50,1440000,6,632,3037000,A,south,0
1121,40,1058000,3,660,2534000,B,east,0
1122,59,634000,4,691,289000,B,west,0
1123,44,1206000,6,670,1300000,A,south,1
1124,44,651000,1,639,773000,B,north,0
1125,34,440000,4,624,367000,B,west,0
1126,37,841000,6,723,1608000,A,west,1
1127,37,490000,3,568,908000,B,south,0
1128,32,860000,4,639,1218000,B,east,0
1129,37,495000,4,614,1140000,B,east,0
1130,21,918000,0,788,884000,B,north,1
1131,47,664000,9,677,377000,B,north,0
1132,46,1415000,10,673,1854000,A,east,1
1133,35,1115000,3,615,2253000,A,south,0
1134,36,618000,4,620,1268000,B,west,0
1135,23,945000,0,708,1870000,B,north,0
1136,25,318000,1,684,145000,B,north,0
1137,44,580000,1,600,628000,B,north,0
1138,41,666000,2,707,1213000,B,north,0
1139,29,679000,1,687,1212000,B,south,0
1140,38,667000,1,775,526000,B,north,1
1141,40,727000,7,699,883000,A,east,0
1142,28,557000,1,664,1409000,B,south,0
1143,37,916000,5,708,1037000,B,north,1
1144,24,801000,0,688,520000,B,east,0
1145,30,1000000,2,694,1397000,A,north,1
1146,21,813000,0,770,1034000,A,north,1
1147,36,922000,4,558,771000,A,north,0
1148,40,592000,6,640,1307000,B,south,0
1149,41,583000,3,683,1191000,B,south,0
1150,42,1239000,9,706,687000,A,east,1
1151,28,626000,1,612,1098000,B,east,0
1152,28,741000,3,659,1343000,A,west,0
1153,36,1096000,5,710,2809000,A,north,0
1154,47,569000,4,734,1151000,B,north,0
1155,33,1095000,2,619,524000,A,north,0
1156,53,836000,7,684,1141000,A,west,0
1157,37,886000,7,652,869000,A,south,0
1158,58,1042000,4,872,1816000,A,north,1
1159,55,1123000,10,772,1962000,A,south,1
1160,32,906000,1,692,1247000,A,south,0
1161,36,426000,4,725,570000,B,north,0
1162,21,1039000,0,697,1367000,A,west,1
1163,32,862000,4,662,594000,B,south,0
1164,38,495000,4,593,979000,B,east,0
1165,45,1014000,1,695,1120000,A,west,1
1166,39,745000,3,640,792000,B,north,0
1167,44,952000,7,658,946000,A,south,0
1168,55,682000,3,605,619000,B,north,0
1169,34,364000,4,682,628000,B,south,0
1170,36,733000,3,547,392000,B,south,0
1171,40,1002000,6,900,2365000,A,east,1
1172,33,816000,1,621,1891000,B,west,0
1173,43,725000,8,708,901000,A,north,1
1174,32,776000,2,698,1537000,A,north,0
1175,37,735000,4,706,1488000,B,east,0
1176,32,866000,1,700,934000,B,east,0
1177,34,723000,4,679,1022000,B,north,0
1178,50,570000,6,766,1043000,B,west,0
1179,34,983000,1,735,2123000,A,east,1
1180,42,643000,1,717,1276000,B,west,0
1181,48,916000,4,740,2010000,A,west,1
1182,40,831000,3,756,1668000,A,south,1
1183,43,1207000,3,726,3104000,A,east,1
1184,55,791000,3,670,1159000,B,north,0
1185,22,977000,0,746,949000,A,east,1
1186,40,942000,2,656,1105000,B,north,0
1187,46,937000,9,695,1727000,A,south,1
1188,38,960000,5,692,1837000,A,west,0
1189,51,773000,9,568,948000,A,south,0
1190,39,735000,3,724,1406000,B,north,0
1191,49,1034000,6,818,512000,A,south,1
1192,45,1017000,5,692,1290000,A,north,1
1193,53,1128000,7,789,1655000,A,east,1
1194,31,869000,1,586,434000,A,east,0
1195,31,883000,4,771,1747000,A,north,1
1196,45,760000,5,611,1573000,B,south,0
1197,40,1023000,3,703,2010000,A,north,0
1198,41,712000,8,599,804000,A,east,0
1199,57,681000,8,595,1477000,B,east,0
1200,43,1075000,3,638,1115000,B,east,0
